Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,abbreviation,alternative label,alternative LaTeX symbol,alternative symbol,commonly has unit,has aggregate function,has base,has base quantity,has base unit,has context,has denominator,has derived quantity,has derived unit,has dimension,has exponent,has factor,has numerator,has numerical value,has off-set,has phenomenon,has point,has prefix,has quantity,has scale,has SI amount of substance dimension exponent,has SI electric current dimension exponent,has SI length dimension exponent,has SI luminous intensity dimension exponent,has SI mass dimension exponent,has SI thermodynamic temperature dimension exponent,has SI time dimension exponent,has term 1,has term 2,has unit,has value,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/isPartOf,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://purl.org/ontology/bibo/authorList,http://purl.org/ontology/bibo/chapter,http://purl.org/ontology/bibo/degree,http://purl.org/ontology/bibo/edition,http://purl.org/ontology/bibo/isbn10,http://purl.org/ontology/bibo/isbn13,http://purl.org/ontology/bibo/issuer,http://purl.org/ontology/bibo/pageEnd,http://purl.org/ontology/bibo/pageStart,http://purl.org/ontology/bibo/reproducedIn,http://purl.org/ontology/bibo/shortTitle,http://purl.org/ontology/bibo/uri,http://purl.org/ontology/bibo/volume,http://www.w3.org/2004/02/skos/core#hiddenLabel,http://www.wurvoc.org/vocabularies/WV/illustration,http://www.wurvoc.org/vocabularies/WV/logo,http://xmlns.com/foaf/0.1/based_near,http://xmlns.com/foaf/0.1/name,LaTeX command,LaTeX symbol,longcomment,reference,symbol,unofficial abbreviation,unofficial label,uses quantity,uses unit
http://www.ontology-of-units-of-measure.org/resource/om-2/Heat,heat,,Heat is any flow of energy from one body or system to another due to a difference in temperature.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Energy,,quantity of heat,,,http://www.ontology-of-units-of-measure.org/resource/om-2/wattHour|http://www.ontology-of-units-of-measure.org/resource/om-2/tonOfTNT|http://www.ontology-of-units-of-measure.org/resource/om-2/therm-US|http://www.ontology-of-units-of-measure.org/resource/om-2/therm-EC|http://www.ontology-of-units-of-measure.org/resource/om-2/terawattHour|http://www.ontology-of-units-of-measure.org/resource/om-2/terajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/quad|http://www.ontology-of-units-of-measure.org/resource/om-2/picojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/petajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/newtonMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/nanojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/millinewtonMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/millijoule|http://www.ontology-of-units-of-measure.org/resource/om-2/micronewtonMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/microjoule|http://www.ontology-of-units-of-measure.org/resource/om-2/megawattHour|http://www.ontology-of-units-of-measure.org/resource/om-2/megajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/megaerg|http://www.ontology-of-units-of-measure.org/resource/om-2/megaelectronvolt|http://www.ontology-of-units-of-measure.org/resource/om-2/kilowattHour|http://www.ontology-of-units-of-measure.org/resource/om-2/kilojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/kiloelectronvolt|http://www.ontology-of-units-of-measure.org/resource/om-2/kilocalorie-Mean|http://www.ontology-of-units-of-measure.org/resource/om-2/joule|http://www.ontology-of-units-of-measure.org/resource/om-2/hectojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/gigawattHour|http://www.ontology-of-units-of-measure.org/resource/om-2/gigajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/gigaelectronvolt|http://www.ontology-of-units-of-measure.org/resource/om-2/footPoundal|http://www.ontology-of-units-of-measure.org/resource/om-2/femtojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/exajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/erg|http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt|http://www.ontology-of-units-of-measure.org/resource/om-2/decijoule|http://www.ontology-of-units-of-measure.org/resource/om-2/decajoule|http://www.ontology-of-units-of-measure.org/resource/om-2/centijoule|http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Thermochemical|http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Mean|http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-InternationalTable|http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-20C|http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-15C|http://www.ontology-of-units-of-measure.org/resource/om-2/attojoule|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Thermochemical|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Mean|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-InternationalTable|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-60F|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-59F|http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-39F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/PrefixedMetrePerPrefixedSecond-Time,prefixed metre per prefixed second (time),,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PrefixedMetrePerPrefixedSecond-Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/EnergyDensity,energiedichtheid,,Energy density is the amount of energy stored in a given system or region of space per unit volume.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/joulePerCubicmetre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnergyDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/ContactAngle,contact angle,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Angle,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle|http://www.ontology-of-units-of-measure.org/resource/om-2/revolution|http://www.ontology-of-units-of-measure.org/resource/om-2/radian|http://www.ontology-of-units-of-measure.org/resource/om-2/picoradian|http://www.ontology-of-units-of-measure.org/resource/om-2/nanoradian|http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle|http://www.ontology-of-units-of-measure.org/resource/om-2/millisecond-Angle|http://www.ontology-of-units-of-measure.org/resource/om-2/milliradian|http://www.ontology-of-units-of-measure.org/resource/om-2/mil-Angle|http://www.ontology-of-units-of-measure.org/resource/om-2/microsecond-Angle|http://www.ontology-of-units-of-measure.org/resource/om-2/microradian|http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/gon|http://www.ontology-of-units-of-measure.org/resource/om-2/femtoradian|http://www.ontology-of-units-of-measure.org/resource/om-2/degree|http://www.ontology-of-units-of-measure.org/resource/om-2/deciradian|http://www.ontology-of-units-of-measure.org/resource/om-2/centiradian|http://www.ontology-of-units-of-measure.org/resource/om-2/attoradian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ContactAngle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/ReaumurTemperature,Réaumur temperature,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Temperature,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeReaumur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ReaumurTemperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/FrequencyUnit,frequency unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FrequencyUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,singular unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SingularUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/AngleUnit,angle unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AngleUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/ElectricFluxDensity,electric flux density,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/coulombPerSquareMetre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElectricFluxDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/FlowpackMass,flowpack mass,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Mass,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne|http://www.ontology-of-units-of-measure.org/resource/om-2/kilogram|http://www.ontology-of-units-of-measure.org/resource/om-2/gram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FlowpackMass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flowpack weight,,
http://www.ontology-of-units-of-measure.org/resource/om-2/BulkModulus,bulk modulus,,Bulk modulus is a substance's resistance to uniform compression.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/DynamicModulus,,,,κ,http://www.ontology-of-units-of-measure.org/resource/om-2/torr|http://www.ontology-of-units-of-measure.org/resource/om-2/terapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/picopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/petapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/pascal|http://www.ontology-of-units-of-measure.org/resource/om-2/newtonPerSquareMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/nanopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/millipascal|http://www.ontology-of-units-of-measure.org/resource/om-2/millimetreOfMercury|http://www.ontology-of-units-of-measure.org/resource/om-2/millibar|http://www.ontology-of-units-of-measure.org/resource/om-2/micropascal|http://www.ontology-of-units-of-measure.org/resource/om-2/microbar|http://www.ontology-of-units-of-measure.org/resource/om-2/metreOfMercury|http://www.ontology-of-units-of-measure.org/resource/om-2/megapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/kilopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramSecond-TimeToThePower-2ReciprocalMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/hectopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/gigapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/femtopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/exapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/decipascal|http://www.ontology-of-units-of-measure.org/resource/om-2/decibar|http://www.ontology-of-units-of-measure.org/resource/om-2/decapascal|http://www.ontology-of-units-of-measure.org/resource/om-2/centipascal|http://www.ontology-of-units-of-measure.org/resource/om-2/centimetreOfMercury|http://www.ontology-of-units-of-measure.org/resource/om-2/barye|http://www.ontology-of-units-of-measure.org/resource/om-2/bar|http://www.ontology-of-units-of-measure.org/resource/om-2/attopascal|http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Technical|http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BulkModulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/EnergyDensityUnit,energy density unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnergyDensityUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/FahrenheitTemperatureScale,Fahrenheit temperature scale,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FahrenheitTemperatureScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/CauseEndOfVaseLifeAbscisedFlowers,cause end of vase life abscised flowers,,Oorzaak einde vaasleven bloemval (1/0).,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,abscised flowers,,,http://www.ontology-of-units-of-measure.org/resource/om-2/_1-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CauseEndOfVaseLifeAbscisedFlowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/VaseLife,vaasleven,,Aantal dagen op de vaas tot onvoldoende.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Time,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VaseLife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/ColumnNumberDensity,column number density,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/reciprocalSquareMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/reciprocalSquareCentimetre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColumnNumberDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number density|density,,
http://www.ontology-of-units-of-measure.org/resource/om-2/QuantumEfficiencyUnit,quantum efficiency unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QuantumEfficiencyUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/VolumeStrain,volume strain,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Strain,,bulk strain,,,http://www.ontology-of-units-of-measure.org/resource/om-2/percent|http://www.ontology-of-units-of-measure.org/resource/om-2/one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VolumeStrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θ,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/PowerUnit,power unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/AlfvenNumberUnit,Alfvén number unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlfvenNumberUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/Displacement,displacement,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Length,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/yard-International|http://www.ontology-of-units-of-measure.org/resource/om-2/terametre|http://www.ontology-of-units-of-measure.org/resource/om-2/solarRadius|http://www.ontology-of-units-of-measure.org/resource/om-2/rod-US|http://www.ontology-of-units-of-measure.org/resource/om-2/point-TeX|http://www.ontology-of-units-of-measure.org/resource/om-2/point-Postscript|http://www.ontology-of-units-of-measure.org/resource/om-2/point-Didot|http://www.ontology-of-units-of-measure.org/resource/om-2/point-ATA|http://www.ontology-of-units-of-measure.org/resource/om-2/picometre|http://www.ontology-of-units-of-measure.org/resource/om-2/pica-TeX|http://www.ontology-of-units-of-measure.org/resource/om-2/pica-Postscript|http://www.ontology-of-units-of-measure.org/resource/om-2/pica-ATA|http://www.ontology-of-units-of-measure.org/resource/om-2/petametre|http://www.ontology-of-units-of-measure.org/resource/om-2/parsec|http://www.ontology-of-units-of-measure.org/resource/om-2/nauticalMile-International|http://www.ontology-of-units-of-measure.org/resource/om-2/nanometre|http://www.ontology-of-units-of-measure.org/resource/om-2/millimetre|http://www.ontology-of-units-of-measure.org/resource/om-2/mile-USSurvey|http://www.ontology-of-units-of-measure.org/resource/om-2/mile-Statute|http://www.ontology-of-units-of-measure.org/resource/om-2/mil-Length|http://www.ontology-of-units-of-measure.org/resource/om-2/micron|http://www.ontology-of-units-of-measure.org/resource/om-2/micrometre|http://www.ontology-of-units-of-measure.org/resource/om-2/metre|http://www.ontology-of-units-of-measure.org/resource/om-2/megaparsec|http://www.ontology-of-units-of-measure.org/resource/om-2/megametre|http://www.ontology-of-units-of-measure.org/resource/om-2/lightYear|http://www.ontology-of-units-of-measure.org/resource/om-2/kiloparsec|http://www.ontology-of-units-of-measure.org/resource/om-2/kilometre|http://www.ontology-of-units-of-measure.org/resource/om-2/inch-International|http://www.ontology-of-units-of-measure.org/resource/om-2/hectometre|http://www.ontology-of-units-of-measure.org/resource/om-2/gigaparsec|http://www.ontology-of-units-of-measure.org/resource/om-2/gigametre|http://www.ontology-of-units-of-measure.org/resource/om-2/furlong-International|http://www.ontology-of-units-of-measure.org/resource/om-2/foot-USSurvey|http://www.ontology-of-units-of-measure.org/resource/om-2/foot-International|http://www.ontology-of-units-of-measure.org/resource/om-2/fermi|http://www.ontology-of-units-of-measure.org/resource/om-2/femtometre|http://www.ontology-of-units-of-measure.org/resource/om-2/fathom-USSurvey|http://www.ontology-of-units-of-measure.org/resource/om-2/exametre|http://www.ontology-of-units-of-measure.org/resource/om-2/decimetre|http://www.ontology-of-units-of-measure.org/resource/om-2/decametre|http://www.ontology-of-units-of-measure.org/resource/om-2/cicero|http://www.ontology-of-units-of-measure.org/resource/om-2/chain|http://www.ontology-of-units-of-measure.org/resource/om-2/centimetre|http://www.ontology-of-units-of-measure.org/resource/om-2/attometre|http://www.ontology-of-units-of-measure.org/resource/om-2/astronomicalUnit|http://www.ontology-of-units-of-measure.org/resource/om-2/angstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Displacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/WhiteLightMagnitudeAtMinimumBrightness,white light magnitude at minimum brightness,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/WhiteLightMagnitude|http://www.ontology-of-units-of-measure.org/resource/om-2/MagnitudeAtMinimumBrightness,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/one|http://www.ontology-of-units-of-measure.org/resource/om-2/magnitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WhiteLightMagnitudeAtMinimumBrightness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_min,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/DynamicRangeUnit,dynamic range unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DynamicRangeUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/LocustBeanGumMassFraction,locust bean gum mass fraction,,The fraction of the mass of locust bean gum in a phenomenon,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/MassFraction,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/percent|http://www.ontology-of-units-of-measure.org/resource/om-2/one|http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerGram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocustBeanGumMassFraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/MagneticReynoldsNumber,magnetic Reynolds number,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagneticReynoldsNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rm,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/DetectiveQuantumEfficiency,detective quantum efficiency,,Square of ratio between the output signal noise ratio and the input signal noise ratio.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/QuantumEfficiency,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DetectiveQuantumEfficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.wurvoc.org/bibliography/om-2/Astrophysical_Techniques_chapter1,DQE,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/StarchVA40MassFraction,starch VA40 mass fraction,,The fraction of the mass of starch VA40 in a phenomenon,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/MassFraction,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/percent|http://www.ontology-of-units-of-measure.org/resource/om-2/one|http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerGram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarchVA40MassFraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/MomentumUnit,momentum unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MomentumUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/VolumeFractionUnit,volume fraction unit,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VolumeFractionUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/MagneticFluxDensity,magnetic flux density,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,magnetic induction|magnetic field,,,http://www.ontology-of-units-of-measure.org/resource/om-2/weberPerSquareMetre|http://www.ontology-of-units-of-measure.org/resource/om-2/tesla|http://www.ontology-of-units-of-measure.org/resource/om-2/teratesla|http://www.ontology-of-units-of-measure.org/resource/om-2/stattesla|http://www.ontology-of-units-of-measure.org/resource/om-2/picotesla|http://www.ontology-of-units-of-measure.org/resource/om-2/petatesla|http://www.ontology-of-units-of-measure.org/resource/om-2/nanotesla|http://www.ontology-of-units-of-measure.org/resource/om-2/millitesla|http://www.ontology-of-units-of-measure.org/resource/om-2/milligauss|http://www.ontology-of-units-of-measure.org/resource/om-2/microtesla|http://www.ontology-of-units-of-measure.org/resource/om-2/megatesla|http://www.ontology-of-units-of-measure.org/resource/om-2/kilotesla|http://www.ontology-of-units-of-measure.org/resource/om-2/hectotesla|http://www.ontology-of-units-of-measure.org/resource/om-2/gigatesla|http://www.ontology-of-units-of-measure.org/resource/om-2/gauss|http://www.ontology-of-units-of-measure.org/resource/om-2/gamma|http://www.ontology-of-units-of-measure.org/resource/om-2/femtotesla|http://www.ontology-of-units-of-measure.org/resource/om-2/exatesla|http://www.ontology-of-units-of-measure.org/resource/om-2/decitesla|http://www.ontology-of-units-of-measure.org/resource/om-2/decatesla|http://www.ontology-of-units-of-measure.org/resource/om-2/centitesla|http://www.ontology-of-units-of-measure.org/resource/om-2/attotesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagneticFluxDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/HeatCapacity,heat capacity,,Heat capacity is the heat required to increase the temperature of a system or substance one unit temperature.,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,C_v,http://www.ontology-of-units-of-measure.org/resource/om-2/joulePerKelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HeatCapacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_p,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/VolumetricSalmonellaCount,Salmonella count (volumetric),,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/VolumetricViableCount,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/colonyFormingUnitPerMillilitre|http://www.ontology-of-units-of-measure.org/resource/om-2/colonyFormingUnitPer25Millilitre|http://www.ontology-of-units-of-measure.org/resource/om-2/_1000ColonyFormingUnitPerMillilitre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VolumetricSalmonellaCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/VolumetricHeatCapacity,volumetric heat capacity,,,FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/joulePerCubicMetreKelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VolumetricHeatCapacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/NormalisedDetectivity,normalised detectivity,,"The detectivity normalised by multiplying by the square root of the detector area, and by the electrical bandwidth. The units cm Hz(1/2)/W are commonly used and it then represents the signal-to-noise ratio when 1 W of radiation is incident on a detector with an area of 1 cm2, and the electrical bandwidth is 1 Hz.",FALSE,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NormalisedDetectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.wurvoc.org/bibliography/om-2/Astrophysical_Techniques_chapter1,D*,,,,
